lat,lon,kategori
-6.9147418,107.614526,sekolah
-6.8964982,107.5899956,sekolah
-6.8654562,107.6059886,sekolah
-6.8752133,107.6050273,sekolah
-6.9059498,107.6180692,sekolah
-6.9063188,107.6184864,sekolah
-6.8965277,107.6122468,sekolah
-6.8903413,107.6265975,sekolah
-6.8877225,107.6250855,sekolah
-6.8909182,107.6034266,sekolah
-6.8907828,107.604046,sekolah
-6.8911142,107.6040522,sekolah
-6.9246284,107.6074997,sekolah
-6.9268011,107.606872,sekolah
-6.9256576,107.6067688,sekolah
-6.924269,107.6082668,sekolah
-6.8781282,107.5803356,sekolah
-6.9109009,107.630962,sekolah
-6.9175501,107.6167487,sekolah
-6.8803349,107.6163704,sekolah
-6.8750686,107.618959,sekolah
-6.9650836,107.6590144,sekolah
-6.9284661,107.6376778,sekolah
-6.9432575,107.6435013,sekolah
-6.9399699,107.6599319,sekolah
-6.9279317,107.6413069,sekolah
-6.9395748,107.5646672,sekolah
-6.9127345,107.577271,sekolah
-6.9039023,107.5968438,sekolah
-6.9037977,107.596552,sekolah
-6.9033651,107.597212,sekolah
-6.9122154,107.5956125,sekolah
-6.9121876,107.5955681,sekolah
-6.9166475,107.5925889,sekolah
-6.9182299,107.5817875,sekolah
-6.940396,107.6032825,sekolah
-6.9128355,107.611423,sekolah
-6.8848369,107.5813111,sekolah
-6.8999383,107.6340497,sekolah
-6.8969564,107.634667,sekolah
-6.8962699,107.6342322,sekolah
-6.8959753,107.6343196,sekolah
-6.8935451,107.6370893,sekolah
-6.8937561,107.6392515,sekolah
-6.8954618,107.6423524,sekolah
-6.8996345,107.6423333,sekolah
-6.9200384,107.597042,sekolah
-6.8745529,107.5957186,sekolah
-6.9069935,107.6006151,sekolah
-6.9062722,107.5997176,sekolah
-6.9056777,107.6000707,sekolah
-6.9001218,107.5629381,sekolah
-6.9038733,107.5993747,sekolah
-6.9196755,107.5949399,sekolah
-6.9233604,107.6149527,sekolah
-6.9348195,107.6083018,sekolah
-6.8940161,107.6477005,sekolah
-6.9085709,107.6536708,sekolah
-6.9096786,107.6498848,sekolah
-6.9079478,107.6513788,sekolah
-6.9064327,107.650094,sekolah
-6.9049297,107.6804344,sekolah
-6.9048974,107.612126,sekolah
-6.9057793,107.6196335,sekolah
-6.8609476,107.5865398,sekolah
-6.8847229,107.6172633,sekolah
-6.8848024,107.6183326,sekolah
-6.8852984,107.6190478,sekolah
-6.8969519,107.5848895,sekolah
-6.8997498,107.590899,sekolah
-6.9260341,107.5889155,sekolah
-6.9233601,107.6225303,sekolah
-6.9420391,107.6456606,sekolah
-6.920782,107.6164461,sekolah
-6.9454317,107.6497883,sekolah
-6.9488006,107.6524771,sekolah
-6.9084836,107.6462063,sekolah
-6.9570754,107.6715195,sekolah
-6.9425114,107.5687129,sekolah
-6.9067402,107.6729219,sekolah
-6.908962,107.6695954,sekolah
-6.9363552,107.6602424,sekolah
-6.9288073,107.6754078,sekolah
-6.9300994,107.6761744,sekolah
-6.9252101,107.6060462,sekolah
-6.927954,107.6252744,sekolah
-6.9153787,107.6287561,sekolah
-6.9128109,107.6816245,sekolah
-6.9577288,107.6571714,sekolah
-6.9377953,107.6087898,sekolah
-6.9061634,107.664689,sekolah
-6.9103627,107.6062649,sekolah
-6.9193759,107.5989295,sekolah
-6.9138054,107.6328564,sekolah
-6.913175,107.6085084,sekolah
-6.9363444,107.6020651,sekolah
-6.9215628,107.6725278,sekolah
-6.9173249,107.6549714,sekolah
-6.9536674,107.599169,sekolah
-6.9605939,107.7020001,sekolah
-6.9605739,107.7021651,sekolah
-6.8926687,107.5817903,sekolah
-6.9181433,107.706637,sekolah
-6.918166,107.7066571,sekolah
-6.940573732386893,107.66436911005033,sekolah
-6.928937372771931,107.61264632666709,sekolah
-6.9419806473522545,107.63080844313687,sekolah
-6.937539234897023,107.62579749968008,sekolah
-6.898545042917443,107.636303804072,sekolah
-6.913404422372988,107.61076671662596,sekolah
-6.886051252696562,107.62211030148225,sekolah
