lat,lon,kecamatan,kepadatan_penduduk,jumlah_sekolah_500m,jumlah_pasar_1km,jumlah_kampus_1km,jumlah_restoran_500m,jumlah_kafe_500m,jumlah_halte_500m,jumlah_kompetitor_500m,success_score,kategori
-6.892,107.68599999999992,arcamanik,14043.0,0,0,0,0,0,0,0,15.125568826954677,Rendah
-6.892,107.69399999999992,arcamanik,14043.0,0,0,0,0,0,0,0,10.020875251932416,Rendah
-6.892,107.70199999999991,ujungberung,14540.0,0,0,0,0,0,0,0,12.899201709592377,Rendah
-6.892,107.70999999999991,ujungberung,14540.0,0,0,0,0,0,0,0,3.3539757575705593,Rendah
-6.892,107.7179999999999,cibiru,12370.0,0,0,0,0,0,0,0,8.799059298219355,Rendah
-6.884,107.55,sukasari,12484.0,0,0,0,0,0,0,0,11.177851101376076,Rendah
-6.884,107.55799999999999,sukasari,12484.0,0,0,0,0,0,0,0,8.192206009661007,Rendah
-6.884,107.56599999999999,sukasari,12484.0,0,1,0,0,0,0,0,19.832789467350466,Rendah
-6.884,107.57399999999998,sukasari,12484.0,3,1,1,4,0,0,4,19.24513142167366,Rendah
-6.884,107.58199999999998,sukasari,12484.0,3,1,1,12,6,0,18,24.815422095464605,Rendah
-6.884,107.58999999999997,sukasari,12484.0,1,0,0,0,1,0,1,13.22777728741383,Rendah
-6.884,107.59799999999997,sukajadi,24216.0,2,1,0,21,2,0,23,35.97715320053168,Rendah
-6.884,107.60599999999997,sukajadi,24216.0,3,2,5,4,0,0,4,44.745746879795014,Sedang
-6.884,107.61399999999996,coblong,15901.0,7,2,7,39,24,3,63,66.32338014535378,Sedang
-6.884,107.62199999999996,coblong,15901.0,6,3,7,2,4,0,6,49.26458807194764,Sedang
-6.884,107.62999999999995,cibeunying kaler,15926.0,0,0,1,1,1,0,2,15.203251824633927,Rendah
-6.884,107.63799999999995,cibeunying kaler,15926.0,0,0,0,0,0,0,0,15.23408820056759,Rendah
-6.884,107.65399999999994,cibeunying kaler,15926.0,0,0,0,0,0,0,0,12.047127146301396,Rendah
-6.884,107.66199999999994,mandalajati,11398.0,0,0,0,0,0,0,0,11.54162847719228,Rendah
-6.884,107.66999999999993,mandalajati,11398.0,0,0,0,0,0,0,0,10.176281431636943,Rendah
-6.884,107.67799999999993,mandalajati,11398.0,0,0,0,0,0,0,0,11.672774257975966,Rendah
-6.884,107.68599999999992,arcamanik,14043.0,0,0,0,0,0,0,0,14.788058690229805,Rendah
-6.884,107.70199999999991,ujungberung,14540.0,0,0,0,0,0,0,0,9.36433128129723,Rendah
-6.884,107.7179999999999,cibiru,12370.0,0,0,0,0,0,0,0,6.015958823654718,Rendah
-6.876,107.55,sukasari,12484.0,0,0,0,0,0,0,0,11.480200270448806,Rendah
-6.876,107.55799999999999,sukasari,12484.0,0,0,0,0,0,0,0,13.700507175009285,Rendah
-6.876,107.56599999999999,sukasari,12484.0,0,0,0,0,0,0,0,12.778531158760654,Rendah
